Evaluations NSGAII MOEAD SMSEMOA GA ES
0.5 56427 57724 67136 56115 54894
1 54575 53838 66113 47942 47258
1.5 51539 52786 65932 46234 45207
2 51389 52319 65153 45706 44985
2.5 47790 49861 65126 45636 44771
4 44665 47032 64924 44102 43208
6 43983 46764 64215 43939 42998
8 43615 46270 63716 43448 42854
10 41745 45593 62730 42042 42061
12 41501 44946 61654 41995 42050
14 41273 43605 61320 41953 42031
20 39245 42426 60925 41941 41770
