Evaluations NSGAII MOEAD SMSEMOA GA ES
0.5 53129 57533 64582 53086 55744
1 51234 52265 62347 50078 46548
1.5 50236 50955 60391 46385 45225
2 48726 50128 59856 42826 43487
2.5 46172 50043 59841 42601 43163
4 41300 49643 59430 42477 42661
6 40045 47433 59024 42367 41253
8 38970 45696 58966 42318 40364
10 36941 44824 58537 41398 40355
12 36032 42845 57102 41197 39814
14 35234 41363 55824 41083 39299
20 34261 40657 54078 41005 39143
