Evaluations NSGAII MOEAD SMSEMOA GA ES
0.5 54280 56225 64290 52323 56312
1 49726 55074 63375 45728 49270
1.5 48120 51082 60380 45391 44753
2 47967 50820 60252 43305 44046
2.5 46470 47303 59659 42641 43558
4 46234 44949 59536 41989 41820
6 44234 44949 59536 41789 41420
8 42163 42116 58521 41495 41085
10 38429 41851 57479 41368 41022
12 37821 41800 57460 41268 40854
14 37385 41710 57457 41040 40695
20 35282 41171 56831 40661 39055
