Evaluations NSGAII MOEAD SMSEMOA GA ES
0.5 58121 59010 68491 55432 56226
1 56177 54286 67329 53103 51617
1.5 51314 53880 66134 48588 47252
2 50885 53058 65537 45276 46547
2.5 48688 52222 64240 44263 46253
4 46003 49151 64189 44147 45358
6 44003 48151 63189 43847 44358
8 42829 47136 62492 43472 43102
10 41195 44655 62003 42788 42157
12 40095 44055 61800 42311 42057
14 40050 43963 61476 42088 41379
20 39989 41733 61241 41917 41275
